iter	Logloss
219	0.2412742004
220	0.2412554779
221	0.2412254944
222	0.2410514221
223	0.2410230255
224	0.2409862061
225	0.2407103119
226	0.2406921234
227	0.2406670532
228	0.240627243
229	0.2403871155
230	0.2403583679
231	0.2403252563
232	0.2402989655
233	0.2400948944
234	0.2399724274
235	0.2399523621
236	0.2399287262
237	0.2398655853
238	0.2398398438
239	0.2396885071
240	0.2395255737
241	0.2392662048
242	0.2392463989
243	0.2392242432
244	0.2391190796
245	0.2390993958
246	0.2390683746
247	0.238834198
248	0.2386941986
249	0.2386702118
250	0.2386414642
251	0.2386113892
252	0.23859021
253	0.2385572052
254	0.238536377
255	0.2385036926
256	0.2384740906
257	0.2384447327
258	0.2384145508
259	0.2383921509
260	0.2383542938
261	0.238321106
262	0.2382902527
263	0.2382625732
264	0.2382389832
265	0.2381707153
266	0.2381338043
267	0.2379429474
268	0.2379188995
269	0.2378921814
270	0.2377758789
271	0.2377476807
272	0.2377264709
273	0.237709198
274	0.2376784515
275	0.2376502686
276	0.2376169128
277	0.2375897522
278	0.237568512
279	0.2375437622
280	0.2375142365
281	0.2374814453
282	0.2374487
283	0.2374216919
284	0.2373912964
285	0.2373628998
286	0.2371122742
287	0.2370797577
288	0.2370513611
289	0.2370280457
290	0.2370068054
291	0.2369759064
292	0.2367971191
293	0.2367610779
294	0.2367387085
295	0.2367097473
296	0.2365196381
297	0.2364915466
298	0.2364677277
299	0.2364426422
300	0.236271637
301	0.2362395325
302	0.2362022247
303	0.2361734161
304	0.2361475983
305	0.2361147461
306	0.2360938263
307	0.2360629883
308	0.236035553
309	0.2360020447
310	0.2359659882
311	0.2359423218
312	0.2359118958
313	0.2358837585
314	0.235851059
315	0.235817627
316	0.2357782898
317	0.2357482147
318	0.2357219849
319	0.2356916199
320	0.2356571655
321	0.2356239624
322	0.2355984802
323	0.2355635986
324	0.2355284424
325	0.2354935608
326	0.2354594421
327	0.2354203796
328	0.2351102295
329	0.2350783844
330	0.2350552979
331	0.235026001
332	0.2347099762
333	0.2345122375
334	0.2344752197
335	0.234443512
336	0.2344126587
337	0.2343725739
338	0.2343407745
339	0.2342956238
340	0.234260376
341	0.2342356262
342	0.2342022705
343	0.234163269
344	0.234126358
345	0.2340856628
346	0.2340379639
347	0.2340027618
348	0.233962616
349	0.2339304962
350	0.2338991394
351	0.2338658752
352	0.2338322906
353	0.2337952271
354	0.233757782
355	0.2337253418
356	0.233690979
357	0.2336545563
358	0.2336225891
359	0.2335916138
360	0.2335590973
361	0.2335243835
362	0.2334884338
363	0.2334441376
364	0.2334064178
365	0.233184906
366	0.2331417847
367	0.233101532
368	0.2330680695
369	0.2330350342
370	0.2329961853
371	0.232958374
372	0.2329140167
373	0.2328854218
374	0.2328494415
375	0.2328045959
376	0.2327662659
377	0.2327244568
378	0.2324661255
379	0.2324276886
380	0.2323869324
381	0.2323491211
382	0.2320870056
383	0.232043396
384	0.2320019989
385	0.2319649963
386	0.2319210663
387	0.2318807678
388	0.2318347473
389	0.2317988892
390	0.2317578125
391	0.2317206421
392	0.2316740417
393	0.2316290894
394	0.2315878754
395	0.2315452423
396	0.2315022583
397	0.2314584351
398	0.2314145508
399	0.2313711853
400	0.2313277435
401	0.2312841492
402	0.231240448
403	0.2311967468
404	0.231153595
405	0.2311083679
406	0.2310641479
407	0.2310195007
408	0.2309782715
409	0.2309344482
410	0.2308893585
411	0.2308434753
412	0.2308017731
413	0.2307592163
414	0.2307154694
415	0.2306699524
416	0.2306303253
417	0.2305875549
418	0.2305424194
419	0.2304962311
420	0.2304517822
421	0.2304075928
422	0.2303622742
423	0.2300453186
424	0.2300022583
425	0.2299569092
426	0.2299130249
427	0.2298710022
428	0.2298257446
429	0.2297798615
430	0.2297346802
431	0.2296887512
432	0.2296452942
433	0.2296026306
434	0.2295577393
435	0.2295129089
436	0.2294694214
437	0.2294237366
438	0.2293815308
439	0.2293354492
440	0.2292907257
441	0.2292468567
442	0.2292014313
443	0.2291561584
444	0.2291113281
445	0.2290671387
446	0.2290226746
447	0.2289801636
448	0.228937912
449	0.2288942566
450	0.228850647
451	0.2288059998
452	0.2287627106
453	0.228719101
454	0.2286749573
455	0.2286309814
456	0.2285883179
457	0.2285434875
458	0.2284996796
459	0.2284546967
460	0.22840979
461	0.2283658447
462	0.2283219147
463	0.228278717
464	0.2282346954
465	0.2281906586
466	0.2281477661
467	0.2281036682
468	0.2280593414
469	0.2280159302
470	0.2279724426
471	0.2279294434
472	0.2278862
473	0.2278423462
474	0.2277990723
475	0.2277557068
476	0.2277132568
477	0.2276704865
478	0.2276271362
479	0.2275839844
480	0.2275413513
481	0.2274986267
482	0.2274552307
483	0.2274112396
484	0.2273689423
485	0.2273268433
486	0.2272836914
487	0.2272409058
488	0.2271981659
489	0.2271559143
490	0.2271131897
491	0.2270700226
492	0.2270276489
493	0.2269853516
494	0.2269433289
495	0.226901001
496	0.2268588715
497	0.2268166351
498	0.2267747192
499	0.2267328186
500	0.2266903076
501	0.2266489105
502	0.2266065674
503	0.2265652313
504	0.2265230255
505	0.2264812927
506	0.2264391937
507	0.2263973694
508	0.226355835
509	0.226314682
510	0.2262730713
511	0.2262316895
512	0.2261899109
513	0.2261484833
514	0.2261074371
515	0.2260659485
516	0.2260245361
517	0.2259837189
518	0.225942749
519	0.2259017944
520	0.2258611145
521	0.225820343
522	0.2257790527
523	0.225737854
524	0.2256967163
525	0.2256560516
526	0.2256155701
527	0.2255748138
528	0.2255341034
529	0.2254938049
530	0.2254535675
531	0.2254133606
532	0.225372757
533	0.2253323975
534	0.2252920837
535	0.2252517853
536	0.2252114868
537	0.2251712036
538	0.2251311951
539	0.2250912781
540	0.2250511322
541	0.2250108185
542	0.2249708862
543	0.2249313354
544	0.2248914337
545	0.224851593
546	0.2248118744
547	0.2247722168
548	0.2247324524
549	0.2246928406
550	0.2246535187
551	0.2246141968
552	0.2245747986
553	0.2245355225
554	0.2244963074
555	0.2244568481
556	0.2244177704
557	0.22437854
558	0.2243394623
559	0.2243003998
560	0.2242614746
561	0.2242224884
562	0.2241835327
563	0.2241445923
564	0.2241058044
565	0.2240670166
566	0.2240281982
567	0.2239894562
568	0.2239507904
569	0.2239119568
570	0.2238734741
571	0.2238347778
572	0.2237962036
573	0.2237575989
574	0.2237193298
575	0.2236809387
576	0.2236425476
577	0.2236042328
578	0.2235660858
579	0.22352771
580	0.2234893494
581	0.2234511261
582	0.2234130249
583	0.2233750458
584	0.2233369446
585	0.2232987976
586	0.2232609253
587	0.2232229919
588	0.2231850586
589	0.2231472473
590	0.2231093903
591	0.2230715332
592	0.2227524414
593	0.2227146301
594	0.2226767426
595	0.2226388702
596	0.2226011353
597	0.2225634003
598	0.2225256653
599	0.2224881592
600	0.2224506226
601	0.2224128723
602	0.2223753967
603	0.2223380432
604	0.2223006134
605	0.2222634277
606	0.2222261047
607	0.2221886749
608	0.2221515045
609	0.2221142731
610	0.222077179
611	0.2220401764
612	0.2220031128
613	0.2219661255
614	0.2219291534
615	0.2218922424
616	0.2218555603
617	0.2218187561
618	0.2217819061
619	0.2217451172
620	0.2217084351
621	0.2213529053
622	0.2213161774
623	0.2212796021
624	0.2212429657
625	0.2212063599
626	0.2211698456
627	0.2211335144
628	0.2210970612
629	0.2210606537
630	0.2210243225
631	0.2209879761
632	0.2209515991
633	0.2209151917
634	0.2208789368
635	0.2208425903
636	0.220806366
637	0.2207702026
638	0.2207340698
639	0.2206979523
640	0.2206619263
641	0.220625885
642	0.2205900116
643	0.2205542603
644	0.2205183411
645	0.2204825745
646	0.2204467773
647	0.2204110413
648	0.2203752594
649	0.2203395691
650	0.2203038025
651	0.2202681885
652	0.2202325592
653	0.2201970673
654	0.2201614685
655	0.2201259766
656	0.2200904846
657	0.2200550995
658	0.2200196838
659	0.2199842224
660	0.2199489594
661	0.2199136353
662	0.2198784637
663	0.2195735779
664	0.2195382843
665	0.2192019653
666	0.2191666412
667	0.2191314392
668	0.219096283
669	0.2190610352
670	0.2190260162
671	0.2189909515
672	0.2189558716
673	0.2189207764
674	0.2188857422
675	0.2188506775
676	0.2188158112
677	0.2187809143
678	0.2187460938
679	0.2187113647
680	0.2186764832
681	0.2186417389
682	0.2186070557
683	0.2185723724
684	0.2185377197
685	0.2185031738
686	0.2184685974
687	0.2184341125
688	0.2183997192
689	0.2183652344
690	0.2183307953
691	0.2182964172
692	0.2182620697
693	0.2182277222
694	0.2181935425
695	0.2181592102
696	0.2181248474
697	0.2180907135
698	0.2180566711
699	0.2180225372
700	0.2179885406
701	0.217954361
702	0.2179204407
703	0.2178865356
704	0.2178527832
705	0.2178188477
706	0.2177849731
707	0.2177510986
708	0.2177174835
709	0.2174450073
710	0.2174111176
711	0.2173773804
712	0.2173436127
713	0.2173098907
714	0.2172763672
715	0.2172427673
716	0.2172090149
717	0.2171754303
718	0.2171418457
719	0.2171085205
720	0.2170749969
721	0.217041687
722	0.2170083008
723	0.2169750519
724	0.2169416962
725	0.2169083557
726	0.2168751221
727	0.2168420105
728	0.2168088989
729	0.2167758026
730	0.2167426147
731	0.2167095642
732	0.2166764374
733	0.2166434479
734	0.2166104736
735	0.2165774841
736	0.2165446777
737	0.2165118103
738	0.216478775
739	0.2164461212
740	0.2164134064
741	0.2163807373
742	0.2163480835
743	0.2163154144
744	0.2162827759
745	0.2162501373
746	0.2162176208
747	0.2161851044
748	0.2161526947
749	0.2161202087
750	0.215813446
751	0.2155485382
752	0.2155159607
753	0.2154834442
754	0.2154510345
755	0.2154186554
756	0.2153862152
757	0.2153538818
758	0.2153216095
759	0.2152893219
760	0.2150153198
761	0.2147637329
762	0.2147313385
763	0.2146990051
764	0.2146667786
765	0.214634613
766	0.2146025696
767	0.2145704956
768	0.2145384216
769	0.2145063629
770	0.2144743652
771	0.214442337
772	0.2144103699
773	0.2143783875
774	0.2143464661
775	0.2143146362
776	0.2142828674
777	0.2139990692
778	0.2139671173
779	0.2139352875
780	0.2139035492
781	0.2138718872
782	0.2138401184
783	0.2138085632
784	0.213776947
785	0.2135384827
786	0.2135068817
787	0.2134753113
788	0.2134438171
789	0.2134123077
790	0.2133808289
791	0.2133494568
792	0.2133180389
793	0.2132866516
794	0.2132554321
795	0.2132240753
796	0.2131928101
797	0.2131615601
798	0.2131304016
799	0.2130991211
800	0.2130679779
801	0.2130368195
802	0.212770401
803	0.2127392883
804	0.212708252
805	0.2126771545
806	0.2126459961
807	0.2126149902
808	0.2125840302
809	0.2125531158
810	0.2125221558
811	0.2124912109
812	0.2124604187
813	0.2124295654
814	0.2123986359
815	0.2123678894
816	0.2123371429
817	0.2120908203
818	0.2120601044
819	0.2120293274
820	0.211998642
821	0.2119680023
822	0.211937439
823	0.2119067688
824	0.2118761902
825	0.2118456116
826	0.2118151855
827	0.2117846222
828	0.2117540131
829	0.2117235565
830	0.211693222
831	0.2116628113
832	0.21163237
833	0.2116019897
834	0.21157164
835	0.2115412598
836	0.2115109558
837	0.2114806671
838	0.2111682587
839	0.2111380005
840	0.211107666
841	0.2108291931
842	0.2107987823
843	0.2107684174
844	0.2107382812
845	0.2107080994
846	0.2106780396
847	0.2106479187
848	0.2106177979
849	0.2105876465
850	0.2105576935
851	0.2105276489
852	0.2104976501
853	0.2104677124
854	0.2104377747
855	0.2104078674
856	0.2103778992
857	0.2101382751
858	0.2101082458
859	0.2100783691
860	0.2100484314
861	0.2100185699
862	0.2099887695
863	0.2099589844
864	0.2099292145
865	0.2098993988
866	0.2098696594
867	0.2098400269
868	0.2098103638
869	0.2097807465
870	0.2095254822
871	0.2093029175
872	0.2092731934
873	0.2092434998
874	0.2092137604
875	0.2091841278
876	0.2091546326
877	0.209125061
878	0.2090955811
879	0.2090662231
880	0.2090367432
881	0.2090072479
882	0.2089778137
883	0.2089484253
884	0.2089190979
885	0.208889679
886	0.2088603516
887	0.2088310242
888	0.2088016968
889	0.2087723999
890	0.2087431488
891	0.2087137756
892	0.2086845398
893	0.2086553345
894	0.2086261139
895	0.2085969238
896	0.2085678101
897	0.2085386658
898	0.208509552
899	0.2084805603
900	0.2084515991
901	0.2084224854
902	0.2083934479
903	0.2083644104
904	0.2083354187
905	0.208306427
906	0.2082773743
907	0.2082485352
908	0.2082197723
909	0.2081908569
910	0.2081618958
911	0.2081331177
912	0.2081043396
913	0.2080755768
914	0.2080467682
915	0.2080180969
916	0.2079894104
917	0.2077099915
918	0.207680954
919	0.2076523132
920	0.2076234741
921	0.2075948029
922	0.2075661621
923	0.2075375671
924	0.2075088959
925	0.2074802094
926	0.2074515381
927	0.2074229736
928	0.2073944244
929	0.2073658447
930	0.2073371277
931	0.2073086395
932	0.2072800751
933	0.2072515564
934	0.2072232361
935	0.2071947937
936	0.2071663055
937	0.2071379395
938	0.2071094971
939	0.2070811768
940	0.207052887
941	0.2070244598
942	0.2069961243
943	0.2067245483
944	0.2065307312
945	0.2065021057
946	0.2064738312
947	0.2064455414
948	0.2064172516
949	0.2063890076
950	0.2063607483
951	0.2063325348
952	0.2063043823
953	0.2062762604
954	0.2062481232
955	0.2062200623
956	0.2061918945
957	0.2061639404
958	0.2061358337
959	0.2061078491
960	0.2060797424
961	0.2060518036
962	0.20602388
963	0.2059957581
964	0.2059678345
965	0.2059397888
966	0.20591185
967	0.2058839417
968	0.2058559875
969	0.2058281097
970	0.205800354
971	0.2057724304
972	0.2057446289
973	0.2057168121
974	0.2056890717
975	0.2056614075
976	0.2056336975
977	0.2053604431
978	0.2051101074
979	0.2050821075
980	0.2050544739
981	0.2050267639
982	0.204999115
983	0.2049714661
984	0.2049437561
985	0.204916153
986	0.204888504
987	0.2048608551
988	0.2048332977
989	0.2048057861
990	0.204778183
991	0.2047506409
992	0.2047230835
993	0.2046956482
994	0.2046680908
995	0.2046405334
996	0.2046130981
997	0.2045856018
998	0.204558197
999	0.2045307465
